X,Y,Z,angle,lsx,lsy,formation,group
435706.02118225826,7485694.917383051,195.,114.5838220229378,-0.9093536134144496,0.41602404470184606,Hardey_Formation,Fortescue_Group
435883.4603928202,7485637.015049847,195.,94.84398920131395,-0.9964283213649183,0.0844428823637083,Hardey_Formation,Fortescue_Group
435974.4772258346,7485622.198334556,195.,108.43500161019176,-0.948683006705783,0.31622864004968804,Hardey_Formation,Fortescue_Group
436084.7178025072,7485618.021658268,198.,86.25297850495063,-0.9978623218535304,-0.06535125572688984,Hardey_Formation,Fortescue_Group
436222.6748635714,7485599.458390828,198.,113.01491561913262,-0.9204031045311581,0.39097074720419417,Hardey_Formation,Fortescue_Group
436300.25969516963,7485575.623732932,198.,89.79284752217274,-0.999993464113056,-0.0036154849149294082,Hardey_Formation,Fortescue_Group
436384.2276253003,7485543.282047892,198.,117.35041442180822,-0.8882133240488411,0.4594312690513224,Hardey_Formation,Fortescue_Group
436509.7679091126,7485489.518608022,201.,108.75389226727052,-0.946908291001761,0.3215037922515445,Hardey_Formation,Fortescue_Group
436777.28567257116,7485525.259863336,201.,105.53464220680232,-0.9634686992642274,0.2678209579889108,Hardey_Formation,Fortescue_Group
436838.76435689384,7485514.2649722565,201.,88.75282695924702,-0.9997631022038944,-0.021765557002871295,Hardey_Formation,Fortescue_Group
436888.1828474393,7485494.897251001,201.,124.25896127198597,-0.8265017142436659,0.5629342025070795,Hardey_Formation,Fortescue_Group
436938.5201304002,7485472.14039615,201.,97.89356528158837,-0.990524892979449,0.13733330400180158,Hardey_Formation,Fortescue_Group
436980.9463040647,7485460.500120759,201.,112.32196592668673,-0.9250641753500183,0.3798108364488704,Hardey_Formation,Fortescue_Group
437028.07952296536,7485457.134053914,201.,78.40172332603353,-0.979581297120325,-0.20104845767143228,Hardey_Formation,Fortescue_Group
437125.8991317898,7485449.704160408,201.,100.06695584284853,-0.984604155374063,0.17479890508846926,Hardey_Formation,Fortescue_Group
437214.1541810033,7485429.493314024,201.,114.44786875010101,-0.910338207773387,0.41386513197893027,Hardey_Formation,Fortescue_Group
437276.54221046605,7485388.996781087,201.,125.6945187828652,-0.8121393478125772,0.5834635204831247,Hardey_Formation,Fortescue_Group
437345.41484508343,7485343.95761936,201.,117.6690799061897,-0.8856443522849186,0.4643641688005516,Hardey_Formation,Fortescue_Group
437409.38250326295,7485283.8598658955,201.,139.49584216947292,-0.6495032276328054,0.760358834560741,Hardey_Formation,Fortescue_Group
437460.95040835394,7485211.720818054,201.,156.44527250797867,-0.39962483968060936,0.9166787809861463,Hardey_Formation,Fortescue_Group
439187.78802479105,7484253.058390418,206.,105.52409524865674,-0.9635179831934669,0.26764359895725875,Hardey_Formation,Fortescue_Group
439651.06112986483,7484135.403089386,210.,102.99462047901615,-0.9743911812244525,0.22485956940280818,Hardey_Formation,Fortescue_Group
440826.4894810154,7483796.432557629,211.,98.33683674449445,-0.9894327747191297,0.14499235949388437,Hardey_Formation,Fortescue_Group
441294.9853095496,7483790.704778753,219.,88.30284670796854,-0.9995613328359911,-0.029616581489718734,Hardey_Formation,Fortescue_Group
441964.38244900946,7483843.621498216,214.,82.27817953258975,-0.990932100685836,-0.13436358074402538,Hardey_Formation,Fortescue_Group
442594.0920217411,7483901.8299255,216.,87.13759267159188,-0.9987523370455331,-0.049937653590106566,Hardey_Formation,Fortescue_Group
443155.34388996864,7483912.376399688,216.,91.25232595810247,-0.9997611406671637,0.021855470983066304,Hardey_Formation,Fortescue_Group
443631.9289229141,7483862.068548948,219.,100.93382141492788,-0.9818469195184072,0.18967505537685858,Hardey_Formation,Fortescue_Group
443973.2421001992,7483789.307967087,224.,104.36458389860336,-0.9687366981574212,0.24809113172997016,Hardey_Formation,Fortescue_Group
444215.9889272782,7483711.6041108165,224.,110.39584995657397,-0.937307234776502,0.3485041572716564,Hardey_Formation,Fortescue_Group
444502.3921281183,7483596.858508568,225.,113.07822054640853,-0.9199705672941947,0.3919874427993803,Hardey_Formation,Fortescue_Group
444793.4343629807,7483456.62908629,227.,118.49563429508636,-0.8788534676638722,0.47709179659179557,Hardey_Formation,Fortescue_Group
445058.0182407142,7483346.82678506,231.,105.30614483959377,-0.9645291131374578,0.26397649499580306,Hardey_Formation,Fortescue_Group
445318.6334236146,7483255.545345227,231.,112.85874963614293,-0.9214653184042647,0.3884606376174131,Hardey_Formation,Fortescue_Group
445550.5195574436,7483170.198250284,234.,106.36090785601921,-0.9595063890370207,0.2816868640833958,Hardey_Formation,Fortescue_Group
449888.9204315284,7483774.812785599,237.,171.5963239816397,0.14614649861310305,-0.9892629584408437,Hardey_Formation,Fortescue_Group
449757.5243186713,7484117.668181084,247.,149.6208820922313,0.5057193776971634,-0.8626980416238313,Hardey_Formation,Fortescue_Group
449579.9406194256,7484476.606364622,247.,158.27821460514193,0.37010001170638834,-0.9289919167220625,Hardey_Formation,Fortescue_Group
449302.56067238725,7484928.38947876,234.,143.13010877320576,0.5999999103731534,-0.8000000672201273,Hardey_Formation,Fortescue_Group
448980.51395329495,7485383.185166011,234.,147.26476420058583,0.5407577311870612,-0.8411783854578183,Hardey_Formation,Fortescue_Group
448802.71353424795,7485729.260886572,233.,159.32557311514313,0.3530572871174625,-0.9356017058627338,Hardey_Formation,Fortescue_Group
448694.7633391008,7486059.461524056,233.,164.64987108638528,0.2647168542247501,-0.9643261829325969,Hardey_Formation,Fortescue_Group
448593.1631429604,7486389.662179118,233.,161.24134495701165,0.3215825039508193,-0.9468815623681354,Hardey_Formation,Fortescue_Group
448450.2878418996,7486729.387897312,237.,153.43495266478678,0.447213535525761,-0.8944272209870119,Hardey_Formation,Fortescue_Group
448301.53362733405,7487074.983639393,233.,160.103112015984,0.3403284780316213,-0.9403066133132747,Hardey_Formation,Fortescue_Group
448854.6244926803,7487122.012503821,235.,150.95527964244,0.485492128473797,-0.8742410383812819,Hardey_Formation,Fortescue_Group
448575.8167617457,7487650.666030664,235.,154.1336306088419,0.43627370435270024,-0.8998140112769819,Hardey_Formation,Fortescue_Group
448429.76642733347,7488120.566981619,233.,170.3112209686851,0.16829633335960437,-0.9857364476256892,Hardey_Formation,Fortescue_Group
448398.09703010746,7488564.551219791,230.,3.981284422409857,-0.06943061727728683,-0.9975867828838226,Hardey_Formation,Fortescue_Group
448491.31115776,7488934.452056445,235.,23.355557503078188,-0.39643589842964694,-0.9180624044346216,Hardey_Formation,Fortescue_Group
448626.7780479289,7489290.0528352335,235.,18.00414801964928,-0.3090858468235565,-0.9510341420229692,Hardey_Formation,Fortescue_Group
448733.4691286829,7489635.946942115,235.,16.308309284769052,-0.2808059011339868,-0.9597645783671794,Hardey_Formation,Fortescue_Group
448791.37458331685,7489851.306432975,235.,9.147761469064278,-0.15898111531306114,-0.9872816239421329,Hardey_Formation,Fortescue_Group
448810.39366570336,7489936.666900054,235.,15.338399590871717,-0.26451943635450575,-0.9643803543160213,Hardey_Formation,Fortescue_Group
448815.9884030675,7490093.841444752,239.,176.28786400342577,0.06474367840264302,-0.9979019270984976,Hardey_Formation,Fortescue_Group
448796.1117524116,7490297.588166922,239.,172.23479754099387,0.13511383490931494,-0.9908300821110038,Hardey_Formation,Fortescue_Group
448793.37105225783,7490479.167303251,238.,6.424711607798116,-0.11189753285518703,-0.9937197503023285,Hardey_Formation,Fortescue_Group
448804.47592541174,7490640.269113984,238.,0.903238604220661,-0.015763834620254154,-0.9998757430391365,Hardey_Formation,Fortescue_Group
448813.8972288347,7490766.516216936,238.,8.77860954906302,-0.15261688657688824,-0.9882854273597164,Hardey_Formation,Fortescue_Group
448819.6138311497,7490893.865447315,238.,178.01278659547367,0.034676463592180594,-0.9993985905897308,Hardey_Formation,Fortescue_Group
448807.306022048,7491022.333638355,237.,169.89666568941894,0.1754240186601675,-0.9844929728937212,Hardey_Formation,Fortescue_Group
448714.28440013016,7491296.917019127,237.,159.25674616184693,0.3541809301639267,-0.9351769184000509,Hardey_Formation,Fortescue_Group
448592.63316929614,7491601.219168138,242.,155.5551670548578,0.4138168973174428,-0.9103601350534661,Hardey_Formation,Fortescue_Group
448261.3506218523,7491936.938802378,263.,169.27987515085974,0.1860117416381513,-0.9825475214831808,Hardey_Formation,Fortescue_Group
448232.76154805114,7492074.4379887115,263.,162.38134029453266,0.302680303458081,-0.9530921434460174,Hardey_Formation,Fortescue_Group
448200.6763793739,7492148.4076539595,263.,154.51484774538287,0.43027718456055786,-0.9026968175675816,Hardey_Formation,Fortescue_Group
448159.5972634193,7492256.065657465,263.,164.0504099857505,0.2747915117591878,-0.9615038351796108,Hardey_Formation,Fortescue_Group
448108.50376994174,7492402.121128043,263.,158.84454500000643,0.360899619278416,-0.9326046669434451,Hardey_Formation,Fortescue_Group
448461.60932829673,7492388.482062425,246.,153.86904650541908,0.44042425640470445,-0.8977897718120669,Hardey_Formation,Fortescue_Group
448414.2276072928,7492530.685524284,253.,173.6811194781871,0.11006184236745753,-0.9939247410416349,Hardey_Formation,Fortescue_Group
448377.15691429295,7492644.0762348175,253.,150.71828190887635,0.4891041674107168,-0.872225379945728,Hardey_Formation,Fortescue_Group
448325.26046519296,7492755.329437702,253.,159.39292692786304,0.35195720077266485,-0.9360160943190401,Hardey_Formation,Fortescue_Group
448299.5914869902,7492871.000793245,253.,175.80547807626968,0.0731428430895353,-0.9973214750043136,Hardey_Formation,Fortescue_Group
448280.7047215648,7493001.906257249,276.,168.56388832743158,0.19827513422539633,-0.9801464029153507,Hardey_Formation,Fortescue_Group
448257.4706343136,7493136.255937366,276.,172.08508715285927,0.13770234948149532,-0.9904736558572752,Hardey_Formation,Fortescue_Group
448255.08484162623,7493221.002965203,276.,15.65572863771311,-0.26985651161456625,-0.9629005468578868,Hardey_Formation,Fortescue_Group
448226.8508293463,7493226.779072734,276.,64.2681022531592,0.9008354547037042,0.4341606655937069,Hardey_Formation,Fortescue_Group
448173.485076525,7493244.514695544,276.,151.25637405775205,0.4808912315868842,-0.8767802594623408,Hardey_Formation,Fortescue_Group
448147.679257195,7493304.786075305,276.,164.97009767614878,0.2593231207301416,-0.9657906186409042,Hardey_Formation,Fortescue_Group
448129.59920746274,7493350.4148621345,276.,150.57914974965377,0.49122076061721165,-0.8710351108529713,Hardey_Formation,Fortescue_Group
448101.11220037984,7493418.40446941,276.,160.2144548026494,0.3385005403991084,-0.9409661971343667,Hardey_Formation,Fortescue_Group
448078.2498909505,7493488.291727755,254.,165.72873641749035,0.24651297658479782,-0.9691394906695852,Hardey_Formation,Fortescue_Group
448067.59969251696,7493564.09013761,254.,174.56992909513298,0.09463080739022266,-0.99551243603115,Hardey_Formation,Fortescue_Group
447839.69658508105,7493483.611802759,277.,131.26410882753905,0.7516774237499654,-0.6595309322727896,Hardey_Formation,Fortescue_Group
447731.60959497833,7493633.56840717,277.,148.6476573726142,0.5202994868604492,-0.8539838663421888,Hardey_Formation,Fortescue_Group
447642.4870307172,7493807.325091917,277.,162.94970774064296,0.2932110033185074,-0.956047753793164,Hardey_Formation,Fortescue_Group
447627.27238052315,7493906.80777327,277.,2.2748250431159818,-0.03969275675750884,-0.9992119320049122,Hardey_Formation,Fortescue_Group
447607.2011590074,7493991.0653203055,254.,151.4437206515835,0.4780217567674018,-0.8783479948499952,Hardey_Formation,Fortescue_Group
447584.2595816883,7494126.774041677,254.,179.33100378997207,0.011675921241256229,-0.9999318341082897,Hardey_Formation,Fortescue_Group
447164.1968843751,7494132.153134532,302.,118.64451695252541,0.8776107824901224,-0.4793738775288815,Hardey_Formation,Fortescue_Group
447124.4644249006,7494145.91479047,302.,97.17895231008981,0.9921606757218888,-0.12496877030316272,Hardey_Formation,Fortescue_Group
447091.538402235,7494170.175123895,302.,147.33057825004107,0.5397911367108448,-0.8417989835634241,Hardey_Formation,Fortescue_Group
447065.9759799562,7494221.056608703,302.,158.31530607593976,0.3694985342881919,-0.9292313130533634,Hardey_Formation,Fortescue_Group
447054.37313899514,7494272.150320375,302.,179.8162607944023,0.00320684860618041,-0.9999948580477888,Hardey_Formation,Fortescue_Group
447038.7036224834,7494307.715221685,302.,130.81672553522458,0.7568042796947877,-0.6536415548568293,Hardey_Formation,Fortescue_Group
447012.35971366754,7494342.934256343,302.,153.70558406389955,0.4429838168829911,-0.8965296079772138,Hardey_Formation,Fortescue_Group
446990.8950134568,7494399.708796072,302.,162.98449226860058,0.29263052838557985,-0.9562255873259075,Hardey_Formation,Fortescue_Group
446957.3964955041,7494448.668101976,278.,121.44953709745508,0.8531000209651532,-0.5217474046214844,Hardey_Formation,Fortescue_Group
446898.3700069218,7494500.102384372,280.,135.97521909800298,0.6949694259334993,-0.7190392875341809,Hardey_Formation,Fortescue_Group
446838.6123175853,7494554.478500975,280.,125.66694671121562,0.8124200300834594,-0.5830726324560184,Hardey_Formation,Fortescue_Group
446790.3186733569,7494605.957260979,280.,144.39092296517296,0.5822517776437238,-0.8130085285104478,Hardey_Formation,Fortescue_Group
446732.4076443011,7494651.685986767,280.,108.56046630831872,0.9479882640982934,-0.3183052797738427,Hardey_Formation,Fortescue_Group
446687.9355867605,7494655.532069541,280.,57.32083520830022,0.8417071809047261,0.5399342752719248,Hardey_Formation,Fortescue_Group
446658.71071059455,7494646.573023433,280.,84.62641087638887,0.9956052386948616,0.09364939232770171,Hardey_Formation,Fortescue_Group
446607.5237583868,7494683.440834984,280.,139.17336610777005,0.653772421859771,-0.7566912318876239,Hardey_Formation,Fortescue_Group
446569.1341523397,7494733.288352235,280.,155.77606315234434,0.41030406068415237,-0.9119487802426709,Hardey_Formation,Fortescue_Group
446575.03228624933,7494754.224250788,280.,48.727059039368356,-0.7515757482567146,-0.6596467953627604,Hardey_Formation,Fortescue_Group
446583.30259039614,7494784.852046818,280.,172.64065304603233,0.128091944268478,-0.9917622970316633,Hardey_Formation,Fortescue_Group
446549.0315793152,7494887.872171443,280.,158.95646013101646,0.35907728690500884,-0.9333078281193927,Hardey_Formation,Fortescue_Group
446510.6617237575,7494981.858311905,270.,150.33486814750577,0.4949299588685686,-0.8689328718689131,Hardey_Formation,Fortescue_Group
446476.0338104518,7495017.346155357,270.,130.22879378671337,0.7634715597729888,-0.6458414491326797,Hardey_Formation,Fortescue_Group
446415.19564453646,7495061.198352894,321.,121.60757889350313,0.8516576155940496,-0.5240985649671805,Hardey_Formation,Fortescue_Group
446356.77555664367,7495091.678413367,321.,111.80132238501227,0.9284772554742083,-0.37138926487862,Hardey_Formation,Fortescue_Group
446307.25428815256,7495100.862528281,321.,87.68328124854443,0.9991826422290002,0.04042335300632286,Hardey_Formation,Fortescue_Group
446256.2052577577,7495082.269758113,321.,56.80618512812117,0.8368234184988866,0.547472890883044,Hardey_Formation,Fortescue_Group
446194.3346252319,7495066.730276559,321.,93.4023592431298,0.9982373850450258,-0.05934747760831074,Hardey_Formation,Fortescue_Group
446138.3903821242,7495084.484308726,321.,126.73966384963337,0.8013617373241416,-0.598180044763141,Hardey_Formation,Fortescue_Group
446079.7442083192,7495141.699627159,321.,137.81533378335973,0.6715223074351535,-0.7409843389822535,Hardey_Formation,Fortescue_Group
446031.18298082193,7495201.585332582,321.,149.2473246276851,0.5113332146904144,-0.8593825362167693,Hardey_Formation,Fortescue_Group
446016.6419887699,7495245.725958657,321.,172.00117316469127,0.13915282461136247,-0.9902709181848568,Hardey_Formation,Fortescue_Group
446002.1620977835,7495299.054341435,321.,158.48352760664505,0.36676870429856484,-0.9303121613454013,Hardey_Formation,Fortescue_Group
445954.7969921263,7495346.573231905,321.,118.69474577275737,0.8771901982240552,-0.48014305799380524,Hardey_Formation,Fortescue_Group
445897.8354608977,7495373.120328475,321.,107.7913605651435,0.9521754766685805,-0.30555173314998807,Hardey_Formation,Fortescue_Group
445823.37769389176,7495415.211756297,321.,123.3393981831608,0.8354296403288937,-0.549597412712192,Hardey_Formation,Fortescue_Group
445736.07890726096,7495451.302035316,267.,90.9667515207862,0.9998576543618365,-0.016872196479604626,Hardey_Formation,Fortescue_Group
445685.6808466308,7495457.205095954,267.,107.3414164889845,0.9545455914354649,-0.2980649490817707,Hardey_Formation,Fortescue_Group
445653.090648205,7495473.019111898,267.,124.07121110980098,0.8283419292677975,-0.5602228558501545,Hardey_Formation,Fortescue_Group
445590.7858656002,7495537.757326121,267.,139.21262101392367,0.6532538385941171,-0.7571389716307377,Hardey_Formation,Fortescue_Group
445525.2072440729,7495620.473257835,267.,146.60117918608262,0.5504635582319964,-0.834859192354357,Hardey_Formation,Fortescue_Group
445468.3792192178,7495667.768669546,267.,116.33621489796683,0.8962061996672008,-0.4436377437482897,Hardey_Formation,Fortescue_Group
445397.8918444802,7495720.476243718,287.,136.24848304845023,0.6915321807030659,-0.7223456534458154,Hardey_Formation,Fortescue_Group
445284.60839064466,7495685.821566726,287.,101.97531305672861,0.9782370925220175,-0.20749021859853956,Hardey_Formation,Fortescue_Group
445248.22085570113,7495699.667574415,287.,119.10586111038987,0.873722468458207,-0.48642476099731735,Hardey_Formation,Fortescue_Group
445206.9873014789,7495742.389992356,287.,144.4543794686212,0.5813509935264547,-0.8136528881075786,Hardey_Formation,Fortescue_Group
445148.85039946344,7495806.322976479,287.,131.88989479814938,0.7444293196435262,-0.6677012715691626,Hardey_Formation,Fortescue_Group
445093.6349128112,7495844.2222094685,287.,108.2982260655182,0.9494351987064704,-0.3139630606571498,Hardey_Formation,Fortescue_Group
445040.98457447544,7495873.30827439,287.,124.76753446771883,0.8214724609684403,-0.5702481879589397,Hardey_Formation,Fortescue_Group
444979.4040714853,7495909.965681018,287.,115.98672819063502,0.8988955650625874,-0.4381629412796242,Hardey_Formation,Fortescue_Group
444910.2535356771,7495962.843706042,266.,134.14113569559055,0.7176264798160952,-0.6964281983569874,Hardey_Formation,Fortescue_Group
444851.874046827,7496012.134258521,266.,119.95990353075243,0.8663750993949489,-0.4993938196938288,Hardey_Formation,Fortescue_Group
444777.7182174211,7496015.296088902,266.,82.18668345154116,0.9907162710228989,0.13594583601744453,Hardey_Formation,Fortescue_Group
444687.20480953605,7496034.974332822,266.,127.90608410019378,0.7890188509269597,-0.6143689875652091,Hardey_Formation,Fortescue_Group
